Price,Seqno,Symbol,time
1539.0,24.0,APPL,1473411986
1539.0,24.0,APPL,1473411986
1539.0,24.0,APPL,1473411987
1539.0,24.0,APPL,1473411987
1682.0,25.0,APPL,1473411987
1682.0,25.0,APPL,1473411987
1682.0,25.0,APPL,1473411988
1682.0,25.0,APPL,1473411988
1534.0,26.0,APPL,1473411988
1534.0,26.0,APPL,1473411988
1534.0,26.0,APPL,1473411988
1534.0,26.0,APPL,1473411989
1628.0,27.0,APPL,1473411989
1628.0,27.0,APPL,1473411989
1628.0,27.0,APPL,1473411990
1628.0,27.0,APPL,1473411990
1582.0,28.0,APPL,1473411990
1582.0,28.0,APPL,1473411990
1582.0,28.0,APPL,1473411990
1582.0,28.0,APPL,1473411991
1540.0,29.0,APPL,1473411991
1540.0,29.0,APPL,1473411991
1540.0,29.0,APPL,1473411991
1540.0,29.0,APPL,1473411991
1631.0,30.0,APPL,1473411992
1631.0,30.0,APPL,1473411992
1631.0,30.0,APPL,1473411992
1631.0,30.0,APPL,1473411992
1541.0,31.0,APPL,1473411993
1541.0,31.0,APPL,1473411993
1541.0,31.0,APPL,1473411993
1541.0,31.0,APPL,1473411994
1593.0,32.0,APPL,1473411994
1593.0,32.0,APPL,1473411994
1593.0,32.0,APPL,1473411995
1593.0,32.0,APPL,1473411995
1578.0,33.0,APPL,1473411995
1578.0,33.0,APPL,1473411996
1578.0,33.0,APPL,1473411996
1578.0,33.0,APPL,1473411996
1522.0,34.0,APPL,1473411996
1522.0,34.0,APPL,1473411996
1522.0,34.0,APPL,1473411996
1522.0,34.0,APPL,1473411997
1543.0,35.0,APPL,1473411997
1543.0,35.0,APPL,1473411997
1543.0,35.0,APPL,1473411998
1543.0,35.0,APPL,1473411998
1668.0,36.0,APPL,1473411998
1668.0,36.0,APPL,1473411998
1668.0,36.0,APPL,1473411999
1668.0,36.0,APPL,1473411999
1517.0,37.0,APPL,1473411999
1517.0,37.0,APPL,1473411999
1517.0,37.0,APPL,1473411999
1517.0,37.0,APPL,1473412000
1573.0,38.0,APPL,1473412000
1573.0,38.0,APPL,1473412000
1573.0,38.0,APPL,1473412000
1573.0,38.0,APPL,1473412000
1638.0,39.0,APPL,1473412001
1638.0,39.0,APPL,1473412001
1638.0,39.0,APPL,1473412002
1638.0,39.0,APPL,1473412002
1687.0,40.0,APPL,1473412002
1687.0,40.0,APPL,1473412002
1687.0,40.0,APPL,1473412002
1687.0,40.0,APPL,1473412002
1662.0,41.0,APPL,1473412003
1662.0,41.0,APPL,1473412003
1662.0,41.0,APPL,1473412003
1662.0,41.0,APPL,1473412004
1593.0,42.0,APPL,1473412004
1593.0,42.0,APPL,1473412005
1593.0,42.0,APPL,1473412005
1593.0,42.0,APPL,1473412005
1650.0,43.0,APPL,1473412005
1650.0,43.0,APPL,1473412005
1650.0,43.0,APPL,1473412006
1650.0,43.0,APPL,1473412006
1683.0,44.0,APPL,1473412006
1683.0,44.0,APPL,1473412006
1683.0,44.0,APPL,1473412006
1683.0,44.0,APPL,1473412006
1612.0,45.0,APPL,1473412007
1612.0,45.0,APPL,1473412007
1612.0,45.0,APPL,1473412007
1612.0,45.0,APPL,1473412008
1698.0,46.0,APPL,1473412008
1698.0,46.0,APPL,1473412008
1698.0,46.0,APPL,1473412008
1698.0,46.0,APPL,1473412008
1553.0,47.0,APPL,1473412009
1553.0,47.0,APPL,1473412009
1553.0,47.0,APPL,1473412009
1553.0,47.0,APPL,1473412010
1674.0,48.0,APPL,1473412010
1674.0,48.0,APPL,1473412010
1674.0,48.0,APPL,1473412010
1674.0,48.0,APPL,1473412010
1677.0,49.0,APPL,1473412011
1677.0,49.0,APPL,1473412011
1677.0,49.0,APPL,1473412012
1677.0,49.0,APPL,1473412012
1635.0,50.0,APPL,1473412012
1635.0,50.0,APPL,1473412012
1635.0,50.0,APPL,1473412012
1635.0,50.0,APPL,1473412012
1531.0,51.0,APPL,1473412013
1531.0,51.0,APPL,1473412013
1531.0,51.0,APPL,1473412013
1531.0,51.0,APPL,1473412014
1621.0,52.0,APPL,1473412014
1621.0,52.0,APPL,1473412014
1621.0,52.0,APPL,1473412014
1621.0,52.0,APPL,1473412015
1614.0,53.0,APPL,1473412015
1614.0,53.0,APPL,1473412015
1614.0,53.0,APPL,1473412015
1614.0,53.0,APPL,1473412016
1540.0,54.0,APPL,1473412016
1540.0,54.0,APPL,1473412016
1540.0,54.0,APPL,1473412016
1540.0,54.0,APPL,1473412017
1545.0,55.0,APPL,1473412017
1545.0,55.0,APPL,1473412017
1545.0,55.0,APPL,1473412017
1545.0,55.0,APPL,1473412018
1549.0,56.0,APPL,1473412018
1549.0,56.0,APPL,1473412018
1549.0,56.0,APPL,1473412018
1549.0,56.0,APPL,1473412019
1540.0,57.0,APPL,1473412019
1540.0,57.0,APPL,1473412019
1540.0,57.0,APPL,1473412019
1540.0,57.0,APPL,1473412020
1500.0,58.0,APPL,1473412020
1500.0,58.0,APPL,1473412021
1500.0,58.0,APPL,1473412021
1500.0,58.0,APPL,1473412021
1579.0,59.0,APPL,1473412021
1579.0,59.0,APPL,1473412021
1579.0,59.0,APPL,1473412021
1579.0,59.0,APPL,1473412021
1549.0,60.0,APPL,1473412022
1549.0,60.0,APPL,1473412023
1549.0,60.0,APPL,1473412023
1549.0,60.0,APPL,1473412023
1612.0,61.0,APPL,1473412023
1612.0,61.0,APPL,1473412023
1612.0,61.0,APPL,1473412023
1612.0,61.0,APPL,1473412024
1516.0,62.0,APPL,1473412024
1516.0,62.0,APPL,1473412024
1516.0,62.0,APPL,1473412025
1516.0,62.0,APPL,1473412025
1553.0,63.0,APPL,1473412025
1553.0,63.0,APPL,1473412025
1553.0,63.0,APPL,1473412025
1553.0,63.0,APPL,1473412025
1684.0,64.0,APPL,1473412026
1684.0,64.0,APPL,1473412026
1684.0,64.0,APPL,1473412026
1684.0,64.0,APPL,1473412026
1586.0,65.0,APPL,1473412027
1586.0,65.0,APPL,1473412027
1586.0,65.0,APPL,1473412027
1586.0,65.0,APPL,1473412027
1577.0,66.0,APPL,1473412028
1577.0,66.0,APPL,1473412028
1577.0,66.0,APPL,1473412028
1577.0,66.0,APPL,1473412028
1651.0,67.0,APPL,1473412029
1651.0,67.0,APPL,1473412029
1651.0,67.0,APPL,1473412029
1651.0,67.0,APPL,1473412030
1510.0,68.0,APPL,1473412030
1510.0,68.0,APPL,1473412030
1510.0,68.0,APPL,1473412030
1510.0,68.0,APPL,1473412030
1506.0,69.0,APPL,1473412031
1506.0,69.0,APPL,1473412031
1506.0,69.0,APPL,1473412032
1506.0,69.0,APPL,1473412032
1672.0,70.0,APPL,1473412032
1672.0,70.0,APPL,1473412032
1672.0,70.0,APPL,1473412033
1672.0,70.0,APPL,1473412033
1658.0,71.0,APPL,1473412033
1658.0,71.0,APPL,1473412033
1658.0,71.0,APPL,1473412033
1658.0,71.0,APPL,1473412033
1682.0,72.0,APPL,1473412034
1682.0,72.0,APPL,1473412034
1682.0,72.0,APPL,1473412034
1682.0,72.0,APPL,1473412035
1665.0,73.0,APPL,1473412035
1665.0,73.0,APPL,1473412035
1665.0,73.0,APPL,1473412035
1665.0,73.0,APPL,1473412036
1560.0,74.0,APPL,1473412036
1560.0,74.0,APPL,1473412036
1560.0,74.0,APPL,1473412036
1560.0,74.0,APPL,1473412037
1657.0,75.0,APPL,1473412037
1657.0,75.0,APPL,1473412037
1657.0,75.0,APPL,1473412037
1657.0,75.0,APPL,1473412038
1595.0,76.0,APPL,1473412038
1595.0,76.0,APPL,1473412038
1595.0,76.0,APPL,1473412039
1595.0,76.0,APPL,1473412039
1525.0,77.0,APPL,1473412039
1525.0,77.0,APPL,1473412039
1525.0,77.0,APPL,1473412039
1525.0,77.0,APPL,1473412040
1533.0,78.0,APPL,1473412040
1533.0,78.0,APPL,1473412040
1533.0,78.0,APPL,1473412040
1533.0,78.0,APPL,1473412040
1590.0,79.0,APPL,1473412041
1590.0,79.0,APPL,1473412042
1590.0,79.0,APPL,1473412042
1590.0,79.0,APPL,1473412042
1541.0,80.0,APPL,1473412042
1541.0,80.0,APPL,1473412042
1541.0,80.0,APPL,1473412043
1541.0,80.0,APPL,1473412043
1539.0,81.0,APPL,1473412043
1539.0,81.0,APPL,1473412043
1539.0,81.0,APPL,1473412043
1539.0,81.0,APPL,1473412043
1672.0,82.0,APPL,1473412044
1672.0,82.0,APPL,1473412044
1672.0,82.0,APPL,1473412044
1672.0,82.0,APPL,1473412045
1675.0,83.0,APPL,1473412045
1675.0,83.0,APPL,1473412045
1675.0,83.0,APPL,1473412046
1675.0,83.0,APPL,1473412046
1520.0,84.0,APPL,1473412046
1520.0,84.0,APPL,1473412046
1520.0,84.0,APPL,1473412046
1520.0,84.0,APPL,1473412046
1608.0,85.0,APPL,1473412047
1608.0,85.0,APPL,1473412047
1608.0,85.0,APPL,1473412047
1608.0,85.0,APPL,1473412048
1535.0,86.0,APPL,1473412048
1535.0,86.0,APPL,1473412048
1535.0,86.0,APPL,1473412048
1535.0,86.0,APPL,1473412049
1604.0,87.0,APPL,1473412049
1604.0,87.0,APPL,1473412049
1604.0,87.0,APPL,1473412050
1604.0,87.0,APPL,1473412050
1622.0,88.0,APPL,1473412050
1622.0,88.0,APPL,1473412050
1622.0,88.0,APPL,1473412051
1622.0,88.0,APPL,1473412051
1613.0,89.0,APPL,1473412051
1613.0,89.0,APPL,1473412051
1613.0,89.0,APPL,1473412052
1613.0,89.0,APPL,1473412052
1698.0,90.0,APPL,1473412052
1698.0,90.0,APPL,1473412052
1698.0,90.0,APPL,1473412052
1698.0,90.0,APPL,1473412053
1665.0,91.0,APPL,1473412053
1665.0,91.0,APPL,1473412053
1665.0,91.0,APPL,1473412054
1665.0,91.0,APPL,1473412054
1537.0,92.0,APPL,1473412054
1537.0,92.0,APPL,1473412054
1537.0,92.0,APPL,1473412054
1537.0,92.0,APPL,1473412055
1647.0,93.0,APPL,1473412055
1647.0,93.0,APPL,1473412055
1647.0,93.0,APPL,1473412055
1647.0,93.0,APPL,1473412056
1566.0,94.0,APPL,1473412056
1566.0,94.0,APPL,1473412056
1566.0,94.0,APPL,1473412057
1566.0,94.0,APPL,1473412057
1571.0,95.0,APPL,1473412057
1571.0,95.0,APPL,1473412057
1571.0,95.0,APPL,1473412058
1513.0,96.0,APPL,1473412058
1513.0,96.0,APPL,1473412058
1513.0,96.0,APPL,1473412059
1513.0,96.0,APPL,1473412059
1508.0,97.0,APPL,1473412059
1508.0,97.0,APPL,1473412059
1508.0,97.0,APPL,1473412059
1508.0,97.0,APPL,1473412059
1627.0,98.0,APPL,1473412060
1627.0,98.0,APPL,1473412060
1627.0,98.0,APPL,1473412060
1627.0,98.0,APPL,1473412060
1673.0,99.0,APPL,1473412061
1673.0,99.0,APPL,1473412061
1673.0,99.0,APPL,1473412062
1673.0,99.0,APPL,1473412062
1662.0,100.0,APPL,1473412062
1662.0,100.0,APPL,1473412062
1662.0,100.0,APPL,1473412062
1662.0,100.0,APPL,1473412063
1571.0,101.0,APPL,1473412063
1571.0,101.0,APPL,1473412064
1571.0,101.0,APPL,1473412064
1571.0,101.0,APPL,1473412064
1605.0,102.0,APPL,1473412064
1605.0,102.0,APPL,1473412064
1605.0,102.0,APPL,1473412064
1605.0,102.0,APPL,1473412065
1548.0,103.0,APPL,1473412065
1548.0,103.0,APPL,1473412065
1548.0,103.0,APPL,1473412066
1548.0,103.0,APPL,1473412066
1541.0,104.0,APPL,1473412066
1541.0,104.0,APPL,1473412067
1541.0,104.0,APPL,1473412067
1541.0,104.0,APPL,1473412067
1591.0,105.0,APPL,1473412067
1591.0,105.0,APPL,1473412067
1591.0,105.0,APPL,1473412068
1591.0,105.0,APPL,1473412068
1689.0,106.0,APPL,1473412068
1689.0,106.0,APPL,1473412068
1689.0,106.0,APPL,1473412068
1689.0,106.0,APPL,1473412068
1559.0,107.0,APPL,1473412069
1559.0,107.0,APPL,1473412069
1559.0,107.0,APPL,1473412069
1559.0,107.0,APPL,1473412070
1562.0,108.0,APPL,1473412070
1562.0,108.0,APPL,1473412070
1562.0,108.0,APPL,1473412071
1562.0,108.0,APPL,1473412071
1547.0,109.0,APPL,1473412071
1547.0,109.0,APPL,1473412071
1547.0,109.0,APPL,1473412071
1547.0,109.0,APPL,1473412072
1533.0,110.0,APPL,1473412072
1533.0,110.0,APPL,1473412072
1533.0,110.0,APPL,1473412072
1533.0,110.0,APPL,1473412073
1575.0,111.0,APPL,1473412073
1575.0,111.0,APPL,1473412073
1575.0,111.0,APPL,1473412074
1575.0,111.0,APPL,1473412074
1602.0,112.0,APPL,1473412074
1602.0,112.0,APPL,1473412074
1602.0,112.0,APPL,1473412075
1602.0,112.0,APPL,1473412075
1578.0,113.0,APPL,1473412075
1578.0,113.0,APPL,1473412075
1578.0,113.0,APPL,1473412076
1578.0,113.0,APPL,1473412076
1545.0,114.0,APPL,1473412076
1545.0,114.0,APPL,1473412076
1545.0,114.0,APPL,1473412076
1545.0,114.0,APPL,1473412077
1584.0,115.0,APPL,1473412077
1584.0,115.0,APPL,1473412077
1584.0,115.0,APPL,1473412077
1584.0,115.0,APPL,1473412077
1687.0,116.0,APPL,1473412078
1687.0,116.0,APPL,1473412078
1687.0,116.0,APPL,1473412078
1687.0,116.0,APPL,1473412079
1560.0,117.0,APPL,1473412079
1560.0,117.0,APPL,1473412079
1560.0,117.0,APPL,1473412080
1560.0,117.0,APPL,1473412080
1578.0,118.0,APPL,1473412080
1578.0,118.0,APPL,1473412080
1578.0,118.0,APPL,1473412080
1578.0,118.0,APPL,1473412080
1529.0,119.0,APPL,1473412081
1529.0,119.0,APPL,1473412081
1529.0,119.0,APPL,1473412081
1529.0,119.0,APPL,1473412082
1574.0,120.0,APPL,1473412082
1574.0,120.0,APPL,1473412083
1574.0,120.0,APPL,1473412083
1574.0,120.0,APPL,1473412083
1527.0,121.0,APPL,1473412083
1527.0,121.0,APPL,1473412083
1527.0,121.0,APPL,1473412084
1527.0,121.0,APPL,1473412084
1543.0,122.0,APPL,1473412084
1543.0,122.0,APPL,1473412084
1543.0,122.0,APPL,1473412085
1543.0,122.0,APPL,1473412085
1670.0,123.0,APPL,1473412085
1670.0,123.0,APPL,1473412085
1670.0,123.0,APPL,1473412085
1670.0,123.0,APPL,1473412085
1672.0,124.0,APPL,1473412086
1672.0,124.0,APPL,1473412086
1672.0,124.0,APPL,1473412086
1672.0,124.0,APPL,1473412086
1652.0,125.0,APPL,1473412087
1652.0,125.0,APPL,1473412087
1652.0,125.0,APPL,1473412087
1652.0,125.0,APPL,1473412088
1502.0,126.0,APPL,1473412088
1502.0,126.0,APPL,1473412088
1502.0,126.0,APPL,1473412088
1502.0,126.0,APPL,1473412088
1602.0,127.0,APPL,1473412089
1602.0,127.0,APPL,1473412089
1602.0,127.0,APPL,1473412089
1602.0,127.0,APPL,1473412090
1690.0,128.0,APPL,1473412090
1690.0,128.0,APPL,1473412090
1690.0,128.0,APPL,1473412090
1690.0,128.0,APPL,1473412091
1601.0,129.0,APPL,1473412091
1601.0,129.0,APPL,1473412091
1601.0,129.0,APPL,1473412091
1601.0,129.0,APPL,1473412092
1516.0,130.0,APPL,1473412092
1516.0,130.0,APPL,1473412093
1516.0,130.0,APPL,1473412093
1516.0,130.0,APPL,1473412093
1614.0,131.0,APPL,1473412093
1614.0,131.0,APPL,1473412094
1614.0,131.0,APPL,1473412094
1641.0,132.0,APPL,1473412094
1641.0,132.0,APPL,1473412094
1641.0,132.0,APPL,1473412094
1641.0,132.0,APPL,1473412094
1618.0,133.0,APPL,1473412095
1618.0,133.0,APPL,1473412095
1618.0,133.0,APPL,1473412095
1618.0,133.0,APPL,1473412096
1530.0,134.0,APPL,1473412096
1530.0,134.0,APPL,1473412096
1530.0,134.0,APPL,1473412096
1530.0,134.0,APPL,1473412097
1690.0,135.0,APPL,1473412097
1690.0,135.0,APPL,1473412097
1690.0,135.0,APPL,1473412098
1690.0,135.0,APPL,1473412098
1619.0,136.0,APPL,1473412098
1619.0,136.0,APPL,1473412099
1619.0,136.0,APPL,1473412099
1657.0,137.0,APPL,1473412099
1657.0,137.0,APPL,1473412099
1657.0,137.0,APPL,1473412099
1657.0,137.0,APPL,1473412099
1680.0,138.0,APPL,1473412100
1680.0,138.0,APPL,1473412100
1680.0,138.0,APPL,1473412100
1680.0,138.0,APPL,1473412101
1637.0,139.0,APPL,1473412101
1637.0,139.0,APPL,1473412102
1637.0,139.0,APPL,1473412102
1637.0,139.0,APPL,1473412102
1510.0,140.0,APPL,1473412102
1510.0,140.0,APPL,1473412102
1510.0,140.0,APPL,1473412102
1510.0,140.0,APPL,1473412102
1650.0,141.0,APPL,1473412103
1650.0,141.0,APPL,1473412103
1650.0,141.0,APPL,1473412104
1650.0,141.0,APPL,1473412104
1592.0,142.0,APPL,1473412104
1592.0,142.0,APPL,1473412104
1592.0,142.0,APPL,1473412104
1592.0,142.0,APPL,1473412105
1543.0,143.0,APPL,1473412105
1543.0,143.0,APPL,1473412105
1543.0,143.0,APPL,1473412105
1543.0,143.0,APPL,1473412106
1662.0,144.0,APPL,1473412106
1662.0,144.0,APPL,1473412106
1662.0,144.0,APPL,1473412106
1662.0,144.0,APPL,1473412107
1571.0,145.0,APPL,1473412107
1571.0,145.0,APPL,1473412107
1571.0,145.0,APPL,1473412108
1571.0,145.0,APPL,1473412108
1625.0,146.0,APPL,1473412108
1625.0,146.0,APPL,1473412109
1625.0,146.0,APPL,1473412109
1625.0,146.0,APPL,1473412109
1544.0,147.0,APPL,1473412109
1544.0,147.0,APPL,1473412109
1544.0,147.0,APPL,1473412109
1544.0,147.0,APPL,1473412109
1612.0,148.0,APPL,1473412110
1612.0,148.0,APPL,1473412110
1612.0,148.0,APPL,1473412110
1612.0,148.0,APPL,1473412111
1602.0,149.0,APPL,1473412111
1602.0,149.0,APPL,1473412111
1602.0,149.0,APPL,1473412111
1602.0,149.0,APPL,1473412111
1588.0,150.0,APPL,1473412112
1588.0,150.0,APPL,1473412112
1588.0,150.0,APPL,1473412112
1588.0,150.0,APPL,1473412113
1593.0,151.0,APPL,1473412113
1593.0,151.0,APPL,1473412114
1593.0,151.0,APPL,1473412114
1593.0,151.0,APPL,1473412114
1606.0,152.0,APPL,1473412114
1606.0,152.0,APPL,1473412114
1606.0,152.0,APPL,1473412114
1606.0,152.0,APPL,1473412115
1677.0,153.0,APPL,1473412115
1677.0,153.0,APPL,1473412115
1677.0,153.0,APPL,1473412115
1677.0,153.0,APPL,1473412116
1526.0,154.0,APPL,1473412116
1526.0,154.0,APPL,1473412116
1526.0,154.0,APPL,1473412117
1526.0,154.0,APPL,1473412117
1669.0,155.0,APPL,1473412117
1669.0,155.0,APPL,1473412117
1669.0,155.0,APPL,1473412117
1669.0,155.0,APPL,1473412117
1590.0,156.0,APPL,1473412118
1590.0,156.0,APPL,1473412118
1590.0,156.0,APPL,1473412119
1590.0,156.0,APPL,1473412119
1667.0,157.0,APPL,1473412119
1667.0,157.0,APPL,1473412119
1667.0,157.0,APPL,1473412119
1667.0,157.0,APPL,1473412120
1648.0,158.0,APPL,1473412120
1648.0,158.0,APPL,1473412120
1648.0,158.0,APPL,1473412120
1648.0,158.0,APPL,1473412120
1577.0,159.0,APPL,1473412121
1577.0,159.0,APPL,1473412121
1577.0,159.0,APPL,1473412122
1577.0,159.0,APPL,1473412122
1568.0,160.0,APPL,1473412122
1568.0,160.0,APPL,1473412122
1568.0,160.0,APPL,1473412122
1568.0,160.0,APPL,1473412123
1504.0,161.0,APPL,1473412123
1504.0,161.0,APPL,1473412123
1504.0,161.0,APPL,1473412123
1504.0,161.0,APPL,1473412124
1518.0,162.0,APPL,1473412124
1518.0,162.0,APPL,1473412124
1518.0,162.0,APPL,1473412124
1518.0,162.0,APPL,1473412125
1520.0,163.0,APPL,1473412125
1520.0,163.0,APPL,1473412125
1520.0,163.0,APPL,1473412125
1520.0,163.0,APPL,1473412125
1594.0,164.0,APPL,1473412126
1594.0,164.0,APPL,1473412126
1594.0,164.0,APPL,1473412127
1594.0,164.0,APPL,1473412127
1515.0,165.0,APPL,1473412127
1515.0,165.0,APPL,1473412127
1515.0,165.0,APPL,1473412127
1515.0,165.0,APPL,1473412128
1560.0,166.0,APPL,1473412128
1560.0,166.0,APPL,1473412128
1560.0,166.0,APPL,1473412128
1560.0,166.0,APPL,1473412129
1654.0,167.0,APPL,1473412129
1654.0,167.0,APPL,1473412129
1654.0,167.0,APPL,1473412129
1654.0,167.0,APPL,1473412129
1554.0,168.0,APPL,1473412130
1554.0,168.0,APPL,1473412130
1554.0,168.0,APPL,1473412130
1554.0,168.0,APPL,1473412130
1588.0,169.0,APPL,1473412131
1588.0,169.0,APPL,1473412131
1588.0,169.0,APPL,1473412131
1588.0,169.0,APPL,1473412132
1621.0,170.0,APPL,1473412132
1621.0,170.0,APPL,1473412132
1621.0,170.0,APPL,1473412132
1621.0,170.0,APPL,1473412133
1664.0,171.0,APPL,1473412133
1664.0,171.0,APPL,1473412133
1664.0,171.0,APPL,1473412133
1664.0,171.0,APPL,1473412133
1690.0,172.0,APPL,1473412134
1690.0,172.0,APPL,1473412134
1690.0,172.0,APPL,1473412134
1690.0,172.0,APPL,1473412135
1593.0,173.0,APPL,1473412135
1593.0,173.0,APPL,1473412135
1593.0,173.0,APPL,1473412135
1593.0,173.0,APPL,1473412135
1576.0,174.0,APPL,1473412136
1576.0,174.0,APPL,1473412136
1576.0,174.0,APPL,1473412137
1576.0,174.0,APPL,1473412137
1692.0,175.0,APPL,1473412137
1692.0,175.0,APPL,1473412137
1692.0,175.0,APPL,1473412137
1692.0,175.0,APPL,1473412138
1655.0,176.0,APPL,1473412138
1655.0,176.0,APPL,1473412138
1655.0,176.0,APPL,1473412139
1655.0,176.0,APPL,1473412139
1620.0,177.0,APPL,1473412139
1620.0,177.0,APPL,1473412139
1620.0,177.0,APPL,1473412140
1620.0,177.0,APPL,1473412140
1512.0,178.0,APPL,1473412140
1512.0,178.0,APPL,1473412140
1512.0,178.0,APPL,1473412140
1512.0,178.0,APPL,1473412140
1620.0,179.0,APPL,1473412141
1620.0,179.0,APPL,1473412141
1620.0,179.0,APPL,1473412141
1620.0,179.0,APPL,1473412141
1697.0,180.0,APPL,1473412142
1697.0,180.0,APPL,1473412142
1697.0,180.0,APPL,1473412142
1697.0,180.0,APPL,1473412142
1594.0,181.0,APPL,1473412143
1594.0,181.0,APPL,1473412143
1594.0,181.0,APPL,1473412143
1594.0,181.0,APPL,1473412144
1646.0,182.0,APPL,1473412144
1646.0,182.0,APPL,1473412144
1646.0,182.0,APPL,1473412144
1646.0,182.0,APPL,1473412144
1574.0,183.0,APPL,1473412145
1574.0,183.0,APPL,1473412145
1574.0,183.0,APPL,1473412145
1574.0,183.0,APPL,1473412145
1506.0,184.0,APPL,1473412146
1506.0,184.0,APPL,1473412146
1506.0,184.0,APPL,1473412146
1506.0,184.0,APPL,1473412146
1518.0,185.0,APPL,1473412147
1518.0,185.0,APPL,1473412147
1518.0,185.0,APPL,1473412147
1518.0,185.0,APPL,1473412147
1640.0,186.0,APPL,1473412148
1640.0,186.0,APPL,1473412148
1640.0,186.0,APPL,1473412149
1640.0,186.0,APPL,1473412149
1688.0,187.0,APPL,1473412149
1688.0,187.0,APPL,1473412149
1688.0,187.0,APPL,1473412149
1688.0,187.0,APPL,1473412150
1569.0,188.0,APPL,1473412150
1569.0,188.0,APPL,1473412150
1569.0,188.0,APPL,1473412150
1569.0,188.0,APPL,1473412151
1518.0,189.0,APPL,1473412151
1518.0,189.0,APPL,1473412151
1518.0,189.0,APPL,1473412151
1518.0,189.0,APPL,1473412152
1674.0,190.0,APPL,1473412152
1674.0,190.0,APPL,1473412152
1674.0,190.0,APPL,1473412152
1674.0,190.0,APPL,1473412153
1579.0,191.0,APPL,1473412153
1579.0,191.0,APPL,1473412154
1579.0,191.0,APPL,1473412154
1579.0,191.0,APPL,1473412154
1568.0,192.0,APPL,1473412154
1568.0,192.0,APPL,1473412154
1568.0,192.0,APPL,1473412154
1568.0,192.0,APPL,1473412155
1644.0,193.0,APPL,1473412155
1644.0,193.0,APPL,1473412155
1644.0,193.0,APPL,1473412156
1644.0,193.0,APPL,1473412156
1564.0,194.0,APPL,1473412156
1564.0,194.0,APPL,1473412156
1564.0,194.0,APPL,1473412157
